Variance	Mean
0.001887554916	-0.002655
0.001869784081	-0.000657
0.001454507044	-0.001209
0.002275480804	-0.002763
0.001242703504	-0.00073
0.001160833041	0.001625
0.002272142889	-0.001861
0.001672482816	-0.001319
0.001962667204	-0.002919
0.000928359961	0.000404
0.000992691049	-0.000899
0.0023357889	-0.001707
0.001134207684	0.003385
0.002323432804	-0.003632
0.00257049	0.001108
0.002214078916	-0.004387
0.002140450225	-0.000017
0.003284550721	-0.00297
0.000866242624	-0.000465
0.001295064169	-0.001209
0.002062431396	-0.000847
0.001672646404	-0.002425
0.001879742736	-0.001125
0.001274275809	-0.002136
0.001950370569	-0.000946
0.001753264384	-0.003754
0.002268331129	-0.002655
0.001169913616	0.000493
0.005544738369	-0.007137
0.002361182464	-0.002015
0.001887815601	-0.002641
0.0028547649	-0.004441
0.002299682025	-0.003012
0.002182384656	0.002099
0.002241549025	-0.002915
0.001295352081	0.002591
0.002017177569	-0.002571
0.000856206121	-0.001111
0.003068938404	-0.00755
0.002630766681	-0.002404
0.001494672921	-0.003459
0.002264427396	-0.002509
0.001716942096	-0.0007
0.000895685184	0.001324
0.001453363129	-0.000493
0.002538245161	-0.001514
0.001214313409	0.001809
0.001196883216	0.000187
0.0015225604	0.002546
0.001525058704	-0.003081
0.002808364036	-0.000803
0.001792760281	-0.000794
0.002571706944	-0.003414
0.001839294769	-0.000813
0.002441545744	0.000559
0.001595523136	0.000935
0.004723675441	-0.005373
0.001609774884	-0.0031
0.001502105049	-0.002156
0.001779068041	0.001408
0.002923024225	-0.003353
0.001648522404	0.003971
0.001006919824	0.002847
0.001348652176	-0.000763
0.002387885956	-0.00143
0.002334242596	-0.000973
0.002851666801	-0.004716
0.002390036544	-0.001033
0.001349901081	-0.00203
0.001775611044	-0.002433
0.001195292329	0.000065
0.001490886544	0.00006
0.000801229636	-0.000992
0.000668067409	-0.008489
